input_text,output_text
"ROOFING — all kinds — including shop, yard or storage operations — employees whose regular hourly wage does not equal or exceed $29.00 per hour This classification applies to the installation, repair, removal or waterproofing of all types of roofs or roofing systems to prevent water or other substances from penetrating or damaging the structure. This classification includes but is not limited to preparing surfaces and applying of torchdown or adhesive modified bitumen, hot or cold tar, felt glass, fabric, urethane foam, shakes, shingles, tile, slat, sheet metal, and other roofing, waterproofing, weatherproofing or membrane material onto rooftops.A physical audit shall be conducted on the complete policy period of each policy insuring the holder of a C-39 Roofing Contractor license from the Contractors State License Board. See Section VI, Rule 4, Audit of Payroll.The installation of shingle roofing when performed by the same employer that performs carpentry work in constructing new buildings or additions to existing buildings at the same job or location shall be classified as 5403/5432, Carpentry.The installation of sheet metal roofing when installed by the same employer that performs sheet metal skinning in constructing new buildings or additions to existing buildings at the same job or location shall be classified as 5538(1)/5542(1), Sheet Metal Work.The installation of photovoltaic solar panels shall be separately classified as 3724(2), Electrical Machinery or Auxiliary Apparatus.",Classification Code: 5552 | Pure Premium Rate: 22.03 | Effective Date: 9/1/2023
"FOOD PRODUCTS MFG. OR PROCESSING — N.O.C. This classification applies to the manufacture of food products that are not described by another Food Packaging and Processing Industry Group classification, including but not limited to candy, chocolate, cocoa, condiments, sauces, seasoning, barbecue sauce, breakfast cereals, energy and nutrition bars, food extracts, flavored cooking oil (not oil extraction or refining), food coloring, glucose, frozen pizza, unbaked dough and pies, salad dressing, potato, fruit and pasta salads, bean cakes, bouillon cubes, burritos and enchiladas, pudding, edible cake decoration, food grade starch, syrup, tofu, yeast, chewing gum and fish food. This classification also includes but is not limited to coconut shredding; coffee bean cleaning, roasting or grinding; bean sorting; tea blending or packaging; flour mixing, sifting or packaging; baking powder mixing; spice milling; cake mix (dry ingredients) blending; flavored cooking oil processing; gelatin mixing, blending or grinding; honey processing; and egg dehydrating or freezing. This classification includes incidental packaging in containers, including but not limited to bottles, boxes, plastic containers and metal or paper cans.Nut processing, including but not limited to hulling, shelling, cleaning, drying, sorting, roasting, flavoring, grinding and packaging, or the manufacture of peanut butter or other nut butters shall be classified as 0096, Nut Hulling, Shelling or Processing.The production or packaging of vitamins or dietary supplements shall be classified as 4831, Vitamin or Dietary Supplement Mfg.",Classification Code: 6504 | Pure Premium Rate: 6.08 | Effective Date: 9/1/2023
"DOOR INSTALLATION — overhead doors This classification applies to the installation, service or repair of overhead doors, including tilt-up, sectional and roll up doors for use in residential and commercial buildings, including but not limited to garages, warehouses, storage units, storefronts and aircraft hangars.The installation of doors other than overhead doors shall be classified as 5107, Door, Door Frame or Pre-Glazed Window Installation.The installation, service or repair of automatic door openers shall be separately classified as 9519(1), Household Appliances.",Classification Code: 5108 | Pure Premium Rate: 7.58 | Effective Date: 9/1/2023
"CHURCHES, TEMPLES, MOSQUES AND SYNAGOGUES — all employees other than clergy, professional assistants, organists, members of choir, Clerical Office Employees or Clerical Telecommuter EmployeesWhen lodging is provided by the employer, the total remuneration shall include the market value of such lodging to the employee. Classification 9015(4) includes but is not limited to maintenance employees, janitors, custodians, gardeners, security personnel, drivers and parking lot attendants.Overnight camps or retreat facilities shall be separately classified as 9048(1), Camps or Retreat Facilities. The operation of child day care centers where services are provided to the public for a fee shall be separately classified as 9059, Day Care Centers.The operation of academic schools for educating children in subjects, including but not limited to reading, language arts, mathematics, science, arts, history and geography shall be separately classified as 8868, Colleges or Schools – private – not automobile schools – professors, teachers or academic professional employees, and 9101, Colleges or Schools – private – not automobile schools – all employees other than professors, teachers or academic professional employees.The operation of shops for the preparation and sale of coffee, tea or other nonalcoholic beverages to congregation members or the general public shall be separately classified as 8078(2), Beverage Preparation Shops.The operation of retail stores for the display and sale of merchandise to congregation members or the general public shall be separately classified.Also refer to companion Classification 8840, Churchs, Temples, Mosques and Synagogues — clergy, professional assistants, organists or members of choir.If an employee who performs duties described by Classification 9015(4) also performs duties described by Classification 8840, the payroll of that employee may be divided between Classifications 9015(4) and 8840, provided the employer maintains accurate records supported by time cards or time book entries that show such division. Refer to Part 3, Section V, Rule 3.",Classification Code: 9015 | Pure Premium Rate: 3.64 | Effective Date: 9/1/2023
"STORES — clothing, shoes, linen or fabric products — wholesale This classification applies to wholesale stores engaged in the sale of clothing, shoes, linens and
fabric products, including but not limited to curtains and draperies.This classification also applies to employers that do not manufacture but prepare clothing for display
and sale by sewing in labels, tagging, pressing, placing on hangers or packaging for clothing
retailers on a fee basis.This classification also applies to employers that receive or purchase, sort, cut, launder, bundle and resell wiping cloth or rag material.Retail clothing stores shall be classified as 8008, Stores — clothing, shoes, linens or fabric products
— retail.Clothing manufacturing shall be classified as 2501(1), Clothing Mfg. Clothing manufacturers
include employers who design garments, even if some or all of the production sewing or assembling
operations are subcontracted.",Classification Code: 8032 | Pure Premium Rate: 5.1 | Effective Date: 9/1/2023
"MACHINE SHOPS — N.O.C. This classification applies to machining operations performed on a contract or proprietary basis when such operations are not specifically described by another machining, manufacturing or assembly classification. This classification includes the drilling of printed circuit boards on a contract basis.Manufacturing screw machine products, including but not limited to connectors, fittings, spacers, pins and bushings, on a fee basis or as proprietary products using fully automatic screw machines for some or all of the machining operations shall be classified as 3152(3), Screw Machine Products Mfg.Manufacturing nuts, bolts, screws or similar threaded fasteners shall be classified as 3152(2), Nut, Bolt or Screw Mfg.Employers that are approved by the Federal Aviation Administration and manufacture or repair machined aircraft components or accessories (not aircraft engines) shall be classified as 3831, Machine Shops — aircraft components, provided the employer does not perform such operations directly on the aircraft or remove and reinstall the components or accessories.Manufacturing new automobile, truck or motorcycle parts shall be classified as 3840, Automobile, Truck or Motorcycle Parts Mfg.The rebuilding of automobile, truck or motorcycle parts shall be classified as 3828, Automobile or Truck Parts Rebuilding.",Classification Code: 3632 | Pure Premium Rate: 2.4 | Effective Date: 9/1/2023
"DRY CLEANING — commercial — including repairing or pressing, and cash and carry departments on plant premises This classification applies to locations at which 50% or more of gross receipts are derived from the dry cleaning of garments, linens or other household items that are owned by commercial customers rather than the general public.Locations at which more than 50% of gross receipts are derived from the dry cleaning or laundering of garments, linens or other household items that are owned by the general public shall be classified as 2589(1), Dry Cleaning or Laundry.Commercial laundry operations, including the rental and laundering of clothing, towels, linens, diapers or similar items shall be classified as 2585(1), Laundries.",Classification Code: 2589 | Pure Premium Rate: 4.44 | Effective Date: 9/1/2023
"FOREST ENGINEERS — including Clerical Office Employees, Clerical Telecommuter Employees and Outside SalespersonsThe entire remuneration of each employee shall be included, subject to a maximum of $154,700 per year. When the policy is in force for less than a 12-month period, the maxi-mum payroll amount shall be prorated based upon the number of weeks in the policy period. This classification applies to forest engineers performing forest management related duties in support of the employer's own operations or on a consulting basis. Such duties include but are not limited to developing or reviewing logging plans, computing the value of standing timber and planning extensions of fire roads constructed in connection with logging operations.This classification includes timber cruising.Commercial timber harvesting shall be separately classified as 2702(1), Logging.",Classification Code: 8601 | Pure Premium Rate: 0.31 | Effective Date: 9/1/2023
"SILICA GRINDING This classification applies to the crushing or grinding of excavated or quarried materials to produce products that will pass through an 8-mesh screen. If the crushed or ground material is retained on an 8-mesh screen, the crushing or grinding operations shall be separately classified as 1710, Stone Crushing.Silica grinding that is performed in connection with sand, gravel or clay digging shall be separately classified as 4000(1), Sand or Gravel Digging, or 4000(2), Clay Digging, if 25% or less of the excavated material is crushed or ground. If more than 25% of the excavated material is crushed or ground, all crushing or grinding activities shall be separately classified as 1741(1) or 1710, Stone Crushing.Mining or quarrying operations shall be separately classified.Employees engaged exclusively in delivery of the finished product shall be separately classified as 8232(2), Building Material Dealers.",Classification Code: 1741 | Pure Premium Rate: 3.14 | Effective Date: 9/1/2023
"HAT MFG. This classification applies to the manufacture of hats and caps made of materials, including but not limited to cloth, leather, straw and fiber. This classification also applies to the manufacture and assembly of safety helmets.The manufacture of plastic components used in the manufacture of hats, caps or helmets shall be separately classified.",Classification Code: 2501 | Pure Premium Rate: 5.87 | Effective Date: 9/1/2023
"POLICE, SHERIFFS, MARSHALS, ANIMAL CONTROL OFFICERS, FISH AND WILDLIFE OFFICERS AND CORRECTIONAL OFFICERS — including deputies — not volunteers This classification applies to law enforcement officers, including but not limited to police officers, sheriffs and deputy sheriffs, court bailiffs, marshals, animal control officers, fish and wildlife officers and correctional officers.This classification also applies to all employees of publicly or privately operated correctional facilities.This classification also applies to medical care personnel, including but not limited to registered nurses, licensed vocational nurses, pharmacists and psychiatric technicians who provide care to residents of correctional facilities on a contract basis.Dog catchers, veterinarians and animal care or kennel employees (not animal control officers) who are employed by public agencies shall be classified as 9420, Municipal, State or Other Public Agency Employees — all other employees. Privately operated animal shelters shall be classified as 8831(1), Hospitals — veterinary.Volunteers serving with or without remuneration shall be separately classified as 7722, Police, Sheriffs, Marshals, Animal Control Officers, Fish and Wildlife Officers and Correctional Officers — volunteers, serving with or without remuneration.",Classification Code: 7720 | Pure Premium Rate: 2.75 | Effective Date: 9/1/2023
"PROGRAMMABLE INDUSTRIAL CONTROLS INSTALLATION, SERVICE OR REPAIR — including shop, yard or storage operations This classification applies to the installation, service or repair of programmable industrial controls, including but not limited to programmable logic controllers, human machine interfaces used to operate or automate industrial processes and data acquisition systems used in the automation of manufacturing or processing equipment. This classification includes the installation of low voltage cabling that is performed in connection with controls installation, service or repair operations by the same employer.The outside installation, service or repair of electrical machinery or auxiliary apparatus shall be classified as 3724(2), Electrical Machinery or Auxiliary Apparatus.The installation, service or repair of building automation or energy management control systems shall be classified as 5130(2), Building Automation or Energy Management Control Systems Installation, Service or Repair.The installation, service or repair of medical, professional or scientific instruments shall be classified as 5128, Instrument Installation, Service or Repair.The installation, service or repair of machinery, equipment or instruments used in the manufacturing or processing of integrated circuit chips or semiconductor wafers shall be classified as 5129, Integrated Circuit or Semiconductor Processing Equipment Installation, Service or Repair.
The installation of low voltage cabling within buildings that is not performed in connection with the installation, service or repair of controls by the same employer shall be classified as 5195, Communications Cabling.The installation of electrical wiring within buildings shall be classified as 5140/5190, Electrical Wiring — within buildings.The manufacture of programmable industrial controls or shop repair by the manufacturer shall be classified as 3681(1), Instrument Mfg. — electronic.The manufacture or shop repair of non-programmable electrical control panels, switchboards or circuit breaker apparatus with a power rating of 746 watts (one horsepower) or more shall be separately classified as 3643(2), Electric Control Panel or Switchgear Mfg.",Classification Code: 5130 | Pure Premium Rate: 1.16 | Effective Date: 9/1/2023
"KNITTING — N.O.C. This classification applies to knitting natural or synthetic yarn or thread using automated equipment to produce fabric.The sewing and assembly of knit components to produce garments shall be separately classified as 2501(1), Clothing Mfg., in accordance with the provisions of the Multiple Enterprises rule.Hand knitting operations, without the use of automated equipment, to produce fabric or garments shall be classified as 2501(1), Clothing Mfg.The spinning or weaving of natural or synthetic fiber to produce yarn, thread or fabric shall be classified as 2222, Spinning, Weaving or Fiber Processing.",Classification Code: 2362 | Pure Premium Rate: 14.39 | Effective Date: 9/1/2023
"STORES — florists — wholesale or retail — including delivery, set up and service away from premises This classification applies to stores engaged in the sale of fresh cut flowers, floral arrangements, indoor plants or terrariums and includes the incidental sale of floral supplies and giftware.This classification also applies to employers that rent and care for indoor, containerized plants on a fee basis.This classification also applies to employers that decorate parade floats with cut flowers on a fee basis.Stores engaged in the sale of nursery stock and garden supplies shall be classified as 8004, Stores — garden supplies.The cultivation of flowers, potted flower plants, ferns and similar potted plants that are sold for indoor decorative purposes, as well as herbs, edible flowers and marijuana shall be classified as 0035, Florists.The manufacture of artificial flowers or flower arrangements shall be classified as 2501(6), Flower or Flower Arrangement Mfg.",Classification Code: 8001 | Pure Premium Rate: 4.53 | Effective Date: 9/1/2023
"CORRUGATED, FIBER BOARD CONTAINER MFG. — including corrugating or laminating of paper This classification applies to the manufacture of corrugated fiber board containers or boxes, and includes the corrugating, laminating or printing of paper stock for use in the manufacturing operations. This classification also applies to the manufacture of corrugated fiber board containers or boxes from purchased corrugated stock.The manufacture of rigid paper boxes from non-corrugated paper or cardboard shall be classified as 4240, Box Mfg. —  paper or cardboard —  rigid.The manufacture of folding paper boxes from non-corrugated paper or cardboard shall be classified as 4243, Box Mfg. —  paper or cardboard —  folding.Paper or paperboard manufacturing shall be separately classified.",Classification Code: 4244 | Pure Premium Rate: 3.6 | Effective Date: 9/1/2023
"CLUBS — gaming — including front desk employees and restaurant or tavern employees This classification applies to the operation of casinos or gaming houses, including but not limited to card rooms, off-track betting facilities and bingo parlors.This classification also applies to the provision of gaming tables, equipment, dealers or operators for private events.This classification includes the provision of pari-mutuel wagering operations to horse racing tracks or other horse race betting venues on a contract basis.Hotel operations shall be separately classified as 9050, Hotels, Motels or Short-Term Residential Housing.",Classification Code: 9069 | Pure Premium Rate: 4.52 | Effective Date: 9/1/2023
"ELECTRIC CONTROL PANEL OR SWITCHGEAR MFG. This classification applies to the manufacture or shop repair of electric control panels, switchboards, circuit breakers, switches and switchgear apparatus with a power rating of 746 watts (one horsepower) or more.The manufacture of electrical-mechanical control panels and switchboards rated at less than 746 watts (one horsepower) shall be classified as 3179, Electrical Apparatus Mfg.The manufacture of electrical-mechanical control panels and switchboards that are rated both at less than 746 watts and at 746 watts and above shall be classified based on the primary (over 50% of shop time) operation.The manufacture of electronic programmable controls shall be classified as 3681(1), Instrument Mfg. — electronic.The installation or repair of electric control panels and switchboards away from the shop shall be classified as 3724(2), Electrical Machinery or Auxiliary Apparatus.",Classification Code: 3643 | Pure Premium Rate: 1.79 | Effective Date: 9/1/2023
"INSTRUMENT INSTALLATION, SERVICE OR REPAIR — medical, professional or scientific — away from shop — not office machines This classification applies to the installation, service or repair of electronic instruments used in the medical, biomedical or healthcare industries, including but not limited to medical imaging and scanning equipment, health monitors, surgical or treatment equipment and sample analyzers. This classification also applies to the installation, service or repair of professional or scientific instruments used for research, testing, measuring or calibration in the geological, petroleum, biomedical, pharmaceutical, aerospace or defense industries or by other military or governmental entities. This classification includes the installation of low voltage cabling that is performed in connection with instrument installation, service or repair operations by the same employer.This classification also applies to the fee-based repair away from the shop of Unmanned Aircraft Systems (aerial drones) with an aircraft system and payload total combined weight of less than 55 pounds.The installation, service or repair of machinery, equipment or instruments used in the manufacturing or processing of integrated circuit chips or semiconductor wafers shall be classified as 5129, Integrated Circuit or Semiconductor Processing Equipment Installation, Service or Repair.
The installation, service or repair of programmable industrial controls shall be classified as 5130(1), Programmable Industrial Controls Installation, Service or Repair.The installation of low voltage communications cabling within buildings that is not performed in connection with the installation, service or repair of instruments by the same employer shall be classified as 5195, Communications Cabling.The installation of electrical wiring within buildings shall be classified as 5140/5190, Electrical Wiring — within buildings.The manufacture or fee-based shop repair of Unmanned Aircraft Systems (aerial drones) with a total combined weight of less than 55 pounds shall be separately classified as 3681(1), Instrument Mfg. — electronic.The operating crew of Unmanned Aircraft Systems (aerial drones) with a total combined weight of less than 55 pounds, including but not limited to test flight operations performed in connection with repair or by the manufacturer shall be classified in accordance with Section III, Rule 5, General Inclusions.The shop repair of Unmanned Aircraft Systems (aerial drones) with a total combined weight of 55 pounds or heavier by the manufacturer shall be classified as 3830(2), Unmanned Aircraft System Mfg.The repair of Unmanned Aircraft Systems (aerial drones) with a total combined weight of 55 pounds or heavier on a fee basis, or repair work performed by the manufacturer away from shop shall be classified as 7428(3), Aircraft Remanufacture, Conversion, Modification and Repair Companies.The manufacture or shop repair of electronic professional or scientific instruments other than medical instruments shall be classified as 3681(1), Instrument Mfg. — electronic.The manufacture of electronic medical instruments used for diagnostic or treatment purposes shall be classified as 3572, Medical Instrument Mfg.The manufacture of non-electronic scientific or medical instruments shall be classified as 3682, Instrument Mfg. — non-electronic.The shop repair of instruments shall be assigned to the applicable instrument manufacturing classification.The installation or repair of industrial machinery, including but not limited to pumps, generators, printing presses, sawmill equipment and food processing equipment away from the shop shall be classified as 3724(1), Millwright Work.The installation, service or repair of computers, servers or computer peripheral equipment shall be classified as 5193, Computer or Telephone System or Equipment Installation, Service or Repair.The installation, service or repair of office machines shall be classified as 5191, Office Machine or Point of Sale Equipment Installation, Service or Repair.",Classification Code: 5128 | Pure Premium Rate: 1.03 | Effective Date: 9/1/2023
"IRON OR STEEL WORKS — structural — shop — fabricating or assembling girders, beams, columns, trusses, stringers or other structural iron or steel This classification applies to the fabrication of structural iron or steel components, including but not limited to girders, beams, columns, trusses, communications towers, light standards and stringers from materials such as ""I"", ""H"" or ""C"" beams; channel, angle or bar stock; pipe; tubing; and sheet plate.The erection of structural steel shall be separately classified.Employers engaged in the fabrication of both structural and non-structural iron or steel products shall be classified as 3030 if 50% or more of the shop time is devoted to the fabrication of structural iron or steel products. If more than 50% of the shop time is devoted to the fabrication of non-structural iron or steel products, the operations shall be classified as 3040, Iron or Steel Works — non-structural.The fabrication of miscellaneous non-structural metal products shall be classified as 3620(2), Plate Steel Products Fabrication, if more than 50% of the metal used is #9 gauge or heavier.The cutting, bending, forming or assembly of reinforcing steel at a permanent shop or yard shall be classified as 3039, Reinforcing Steel Fabrication.",Classification Code: 3030 | Pure Premium Rate: 6.86 | Effective Date: 9/1/2023
"OPTICAL GOODS MFG. — N.O.C. This classification applies to the manufacture of optical goods from optical grade glass, plastic or metal, including but not limited to light filters, prisms and reflectors. This classification also applies to the manufacture of intraocular implants. This classification also applies to the manufacture of optically read discs, including but not limited to blanks for compact discs, laser discs and digital versatile discs. This classification includes incidental coating and polarizing of manufactured optical goods.The manufacture of glass or plastic optical lenses, including but not limited to eyeglass lenses, contact lenses and lenses for telescopes, microscopes, lasers and binoculars shall be classified as 4150(2), Lens Mfg.",Classification Code: 4150 | Pure Premium Rate: 2.44 | Effective Date: 9/1/2023
"TUBE OR PIPE PRODUCTS MFG. — N.O.C. This classification applies to the manufacture of metal products not more specifically described by
another classification, including but not limited to awning framework, bike frames, tent frames,
luggage racks and scaffolding if more than 50% of the metal used is tubular stock. It also applies to employers engaged in bending, cutting, threading or perforating tube or pipe on a fee basis when more than 50% of the metal is tube or pipe stock.The fabrication of gates, corrals and fence sections from tube stock shall be classified as 3401(2),
Gate or Corral Mfg.The fabrication of structural steel components used in the framing of buildings, whether or not tubular stock is utilized, shall be classified as 3030, Iron or Steel Works — structural.The fabrication of non-structural architectural or ornamental iron or steel components, whether or not tubular stock is utilized, shall be classified as 3040, Iron or Steel Works — non-structural.The manufacture of nonferrous pipe or tube stock shall be classified as 3022, Pipe, Tube or Extrusion
Mfg.",Classification Code: 3401 | Pure Premium Rate: 3.85 | Effective Date: 9/1/2023
"CROSS-COUNTRY WATER PIPELINE CONSTRUCTION — all operations This classification applies to the construction of underground and above ground water pipelines between reservoirs and storage facilities and points of connection with local distributing systems. This classification also applies to trenching, grading, excavation and reinforcing steel installation performed by specialty contractors in connection with cross-country water pipeline construction.The construction of water mains along streets and roads shall be classified as 6315(1)/6316(1), Water Mains or Connections Construction.The construction of canals to transport water shall be classified as 6361(1), Canal Construction.Pile driving, tunneling, and dam or sewer construction shall be separately classified.",Classification Code: 6361 | Pure Premium Rate: 2.4 | Effective Date: 9/1/2023
"STORES — furniture — wholesale or retail This classification applies to stores engaged in the sale or rental of furniture, including but not limited to couches, chairs, tables, dressers, bed frames, desks and bookcases. This classification also applies to furniture auctioneers.This classification also applies to the operation of furniture galleries or showrooms that display samples of furniture for viewing and direct sale to customers. Such operations include but are not limited to the sale of furniture by salespersons, interior decorators or designers retained by the employer, and furniture shipping, receiving and delivery. This classification includes travel to customers' locations by salespersons, interior decorators or designers to gather information or provide advice in support of furniture sales.This classification does not apply to the operation of furniture galleries or showrooms that sell exclusively from samples to buyers for stores (no direct sales) and where no inventory (exclusive of showroom samples) is maintained at the gallery or showroom location. Such gallery or showroom salespersons shall be classified as 8742, Salespersons — Outside, provided they have no other duties of any kind in the service of the employer except clerical work or outside sales. See Part 3, Section IV, Rule 5, Stores.Stores engaged only in the sale of mattresses and box springs only shall be classified as 8017(1), Stores — retail.Stores engaged in the sale of tile or cabinets, including but not limited to kitchen or bath cabinets shall be classified as 8059, Stores — tile or cabinets — wholesale or retail.The installation, service or repair of household appliances shall be separately classified as 9519(1), Household Appliances.The installation of linoleum, vinyl, cork, asphalt or rubber tile, or laminate (not hardwood) flooring within buildings, as well as the laying of carpets or rugs, shall be separately classified as 9521(2), Floor Covering — installation.The installation of hardwood or bamboo floors, including baseboard molding installed in connection therewith shall be separately classified as 5436, Hardwood Floor Laying.The installation of window coverings, including associated hardware, within buildings shall be separately classified as 9521(3), Window Covering.",Classification Code: 8015 | Pure Premium Rate: 4.47 | Effective Date: 9/1/2023
"ENGINEERS — consulting — mechanical, civil, electrical or mining engineers or architects — not engaged in actual construction or operation — including Clerical Office Employees, Clerical Telecommuter Employees and Outside SalespersonsThe entire remuneration of each employee shall be included, subject to a maximum of $154,700 per year. When the policy is in force for less than a 12-month period, the maximum payroll amount shall be prorated based upon the number of weeks in the policy period. This classification applies to engineering or architectural consultants who provide technical advice to construction companies, land development companies, building contractors or similar concerns on a fee basis, or to the testing of construction building materials in connection with consulting engineering performed by the same employer. This classification also applies to land surveying prior to or during construction for separate concerns on a fee basis.Engineering, when performed in support of an employer's own manufacturing, processing or construction operations, is assigned to the applicable manufacturing, processing or construction classification or to the applicable Standard Exception classification.This classification also applies to fee-based construction management companies that do not engage in or supervise construction operations, but serve as an intermediary between the general contractor and project owner, or otherwise provide expertise regarding a construction project.Forest engineers shall be classified as 8601(4), Forest Engineers.Oil or gas geologists or scouts shall be classified as 8601(2), Oil or Gas Geologists or Scouts.Fee-based testing operations, including but not limited to the testing of air, water, soil, metal, concrete and other building materials not resulting in recommendations, remediation options or design advice shall be classified as 4511, Analytical or Testing Laboratories.",Classification Code: 8601 | Pure Premium Rate: 0.31 | Effective Date: 9/1/2023
"ELECTRICAL WIRING — within buildings — including installation or repair of electrical fixtures — including shop, yard or storage operations — employees whose regular hourly wage does not equal or exceed $34.00 per hour This classification applies to the installation or repair of electrical wiring, circuit breaker panels, switches, outlets, lighting fixtures or related electrical wiring system components within buildings. This classification includes the installation and connection of electrical appliances when performed in connection with electrical wiring. This classification also applies to the installation of lighting fixtures onto exterior building surfaces or the maintenance of interior or exterior lighting.The installation or repair of photovoltaic solar panels, electrical machinery or auxiliary apparatus shall be separately classified as 3724(2), Electrical Machinery or Auxiliary Apparatus.The installation or repair of aerial electric power lines shall be classified as 7538, Electric Power Line Construction.The installation or repair of electrical wiring underground, including trenching and the placement of conduit, shall be classified as 6325, Conduit Construction or Underground Wiring.The installation or repair of exterior pole mounted lighting, including but not limited to street lights and traffic signals, shall be classified as 6325, Conduit Construction or Underground Wiring.The installation or repair of low voltage communications cabling within buildings for voice or data transmission shall be classified as 5195, Communications Cabling.",Classification Code: 5190 | Pure Premium Rate: 3.52 | Effective Date: 9/1/2023
"BUTCHERING — including the handling of livestock This classification applies to the slaughtering of livestock, including but not limited to beef cattle, hogs, lambs and goats. This classification includes the processing, packaging and distribution of meat produced by the employer.The feeding and fattening of livestock for other concerns on a fee basis prior to slaughter shall be classified as 0038(2), Livestock Feed Yards.The purchasing, processing and resale of butchered meat, fish or poultry shall be classified as 8021, Stores — meat, fish or poultry — wholesale.The fee-based care and feeding of livestock that are en route to slaughterhouses or to market, including incidental butchering, shall be classified as 2081(2), Stockyards.The slaughter of poultry shall be separately classified.",Classification Code: 2081 | Pure Premium Rate: 8.25 | Effective Date: 9/1/2023
"VINEGAR MFG. This classification applies to the manufacture of various types of vinegar, including but not limited to distilled, cider, malt, balsamic, rice and wine vinegar.The production of wine, sparkling wine or alcoholic cider shall be classified as 2142(1), Wineries.The production of distilled spirits shall be classified as 2142(2), Distilling.",Classification Code: 2142 | Pure Premium Rate: 2.56 | Effective Date: 9/1/2023
"CATERERS — not restaurants This classification applies to employers engaged exclusively in the preparation, delivery and setup or service of hot and cold food at customer-specified locations for weddings, conferences, parties, meetings or similar events and includes the pouring and serving of beverages in connection with the employer’s catering operations. Employers typically prepare large quantities of food in advance that are kept warm and served from a warming tray or similar device or reheated and served hot. Employers do not maintain a location for customers to dine-in or consume beverages, or for the preparation of individually ordered meals for consumption away from the premises.Employers that do not operate restaurants but manufacture or process individually packaged meals or salads that are not cooked to order, kept warm or served hot to the walk-in trade shall be classified as 6504,Food Products Mfg. or Processing.Mobile food vendors that prepare hot food shall be classified as 9081(1),Restaurants – N.O.C.Mobile food vendors that do not prepare hot food shall be classified as 8017(1),Stores – retail,8078(1),Sandwich Shops,8078(2),Beverage Preparation Shops,or 8078(3),Ice Cream or Frozen Yogurt Shops,depending on the products sold.App-based on-demand Delivery Network Companies (DNC) that deliver restaurant meals on a fee basis shall be classified as 7198(1),Parcel Delivery and Messenger Service Companies.Off-site catering operations performed by a restaurant or hotel shall be assigned to the applicableFood and Beverage ServiceIndustry Group classification.",Classification Code: 9082 | Pure Premium Rate: nan | Effective Date: 9/1/2024
"WALLBOARD INSTALLATION — within buildings — including finishing and preparation prior to painting — employees whose regular hourly wage equals or exceeds $38.00 per hour — N.O.C.Assignment of this classification is subject to verification at the time of final audit that the employee's regular hourly wage equals or exceeds $38.00 per hour. The payroll of an employee whose regular hourly wage is not shown to equal or exceed $38.00 per hour shall be classified as 5446, Wallboard Installation. This classification applies to the installation of gypsum wallboard within buildings, and includes non-structural metal stud wall framing and the installation or application of insulating materials within building walls if installed or applied by the same employer that performs the wallboard installation at the same job or location.This classification includes wallboard taping and texturing whether or not it is performed by the same employer that performs the wallboard installation.The framing of interior, non-structural walls using light gauge steel studs by an employer that performs no structural steel framing or wallboard installation operations at the same job or location shall be classified as 5443, Lathing.When an employer engages in the structural framing of buildings using cold formed, light gauge steel studs and joists, all metal framing operations performed by the same employer at the same job or location shall be classified as 5632/5633, Steel Framing.The application of veneer plaster over installed wallboard shall be separately classified as 5484/5485, Plastering or Stucco Work.",Classification Code: 5447 | Pure Premium Rate: 2.78 | Effective Date: 9/1/2023
"OIL OR GAS PIPELINE OPERATION This classification applies to employers that operate oil or gas pipelines to transport petroleum
products from oil or gas lease sites to refineries and from refineries to ports or rail terminals for other concerns on a
fee basis. This classification includes the repair and replacement of pipes and pipeline equipment
including but not limited to valves, compressors, pumps and flow meters.The operation of wells or oil refining shall be separately classified.",Classification Code: 7515 | Pure Premium Rate: 1.09 | Effective Date: 9/1/2023
"STOCK FARMS — beef cattle or horses This classification applies to all acreage devoted to the raising of beef cattle or horses.This classification includes growing feed, hay or grain crops when more than 50% of such crops are used by the employer. Cultivation and harvesting of crops that are primarily sold to others shall be assigned to the appropriate Farms Industry Group classification.
The raising of calves for sale to others shall be classified as 0034(2), Sheep, Hog or Calf Farms.The raising of replacement dairy heifers shall be classified as 0036, Dairy Farms.The raising and training of horses with no horse breeding or birthing operations shall be classified as 7207(1), Stables — all employees, 8631, Racing Stables — all other employees, or 7207(5), Racing Stables — harness racing.The raising of miniature horses (not to exceed 38 inches in height) shall be classified as 0034(2), Sheep, Hog or Calf Farms.Slaughtering or butchering operations shall be separately classified as 2081(1), Butchering.",Classification Code: 0038 | Pure Premium Rate: 8.37 | Effective Date: 9/1/2023
"WATCH MFG. — including foundry operations This classification applies to the manufacture and repair of analog and digital watches.The manufacture of jewelry shall be classified as 3383(1), Jewelry Mfg.Repairing, polishing or engraving watches and watch battery replacement when performed by a retail jewelry store for individual customers shall be classified as 8013(1), Stores — jewelry.",Classification Code: 3383 | Pure Premium Rate: 2.84 | Effective Date: 9/1/2023
